record_id,week_start_date,week_end_date,zip_code,city,state,county,facility_name,icd10_code,diagnosis_description,admission_count,er_visit_count,avg_length_of_stay,avg_aqi_for_week,data_source,reporting_period,data_classification,hipaa_compliant,certified
HAR-13188,2026-04-08,2026-04-14,74101,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,J45.2,Moderate persistent asthma,13,33,2.3,11.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13189,2026-04-08,2026-04-14,74101,Tulsa,OK,Tulsa,University of Kansas Health System,J22,Acute lower respiratory infection,10,27,3.3,55.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13190,2026-04-08,2026-04-14,74101,Tulsa,OK,Tulsa,University of Kansas Health System,J45.1,Mild persistent asthma,19,25,3.1,30.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13191,2026-04-08,2026-04-14,74101,Tulsa,OK,Tulsa,University of Kansas Health System,J45.0,Mild intermittent asthma,10,25,2.6,47.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13192,2026-04-08,2026-04-14,74102,Tulsa,OK,Tulsa,OU Health University Hospital,J06.9,Acute upper respiratory infection,12,26,2.0,72.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13193,2026-04-08,2026-04-14,74102,Tulsa,OK,Tulsa,OU Health University Hospital,J45.2,Moderate persistent asthma,5,30,2.5,74.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13194,2026-04-08,2026-04-14,74102,Tulsa,OK,Tulsa,OU Health University Hospital,J45.1,Mild persistent asthma,12,20,3.2,47.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13195,2026-04-08,2026-04-14,74102,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,J22,Acute lower respiratory infection,8,32,4.1,32.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13196,2026-04-08,2026-04-14,74102,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,J45.2,Moderate persistent asthma,15,37,2.2,95.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13197,2026-04-08,2026-04-14,74102,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,J45.0,Mild intermittent asthma,15,19,2.4,50.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13198,2026-04-08,2026-04-14,67201,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J45.1,Mild persistent asthma,13,21,4.4,45.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13199,2026-04-08,2026-04-14,67201,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J44.1,COPD with acute exacerbation,12,23,3.6,25.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13200,2026-04-08,2026-04-14,67201,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J45.2,Moderate persistent asthma,14,24,2.2,22.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13201,2026-04-08,2026-04-14,67201,Wichita,KS,Sedgwick,Mercy Hospital OKC,J45.0,Mild intermittent asthma,17,28,3.7,43.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13202,2026-04-08,2026-04-14,67201,Wichita,KS,Sedgwick,Mercy Hospital OKC,R05,Cough,11,27,1.5,75.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13203,2026-04-08,2026-04-14,67201,Wichita,KS,Sedgwick,Mercy Hospital OKC,J18.9,"Pneumonia, unspecified",15,12,4.2,37.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13204,2026-04-08,2026-04-14,67202,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J45.2,Moderate persistent asthma,10,13,3.2,63.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13205,2026-04-08,2026-04-14,67202,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J45.0,Mild intermittent asthma,5,29,2.5,28.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13206,2026-04-08,2026-04-14,67202,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J44.1,COPD with acute exacerbation,13,31,3.3,44.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13207,2026-04-08,2026-04-14,67202,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J45.2,Moderate persistent asthma,6,14,2.6,34.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13208,2026-04-08,2026-04-14,67202,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J45.1,Mild persistent asthma,14,29,3.5,54.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13209,2026-04-08,2026-04-14,67202,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J45.0,Mild intermittent asthma,9,24,3.3,16.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13210,2026-04-08,2026-04-14,66101,Kansas City,KS,Wyandotte,Ascension Via Christi Wichita,J22,Acute lower respiratory infection,19,35,3.6,65.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13211,2026-04-08,2026-04-14,66101,Kansas City,KS,Wyandotte,Ascension Via Christi Wichita,J18.9,"Pneumonia, unspecified",15,40,4.4,41.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13212,2026-04-08,2026-04-14,66101,Kansas City,KS,Wyandotte,Ascension Via Christi Wichita,J45.1,Mild persistent asthma,8,32,3.4,30.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13213,2026-04-08,2026-04-14,66101,Kansas City,KS,Wyandotte,University of Kansas Health System,J18.9,"Pneumonia, unspecified",10,24,3.7,28.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13214,2026-04-08,2026-04-14,66101,Kansas City,KS,Wyandotte,University of Kansas Health System,J45.0,Mild intermittent asthma,16,41,2.3,21.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13215,2026-04-08,2026-04-14,66101,Kansas City,KS,Wyandotte,University of Kansas Health System,J45.2,Moderate persistent asthma,18,23,3.3,70.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13216,2026-04-15,2026-04-21,73101,Oklahoma City,OK,Oklahoma,OU Health University Hospital,R05,Cough,9,30,3.4,46.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13217,2026-04-15,2026-04-21,73101,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J44.1,COPD with acute exacerbation,10,19,3.1,28.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13218,2026-04-15,2026-04-21,73101,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J45.1,Mild persistent asthma,5,18,3.6,48.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13219,2026-04-15,2026-04-21,73101,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J45.0,Mild intermittent asthma,3,24,2.7,46.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13220,2026-04-15,2026-04-21,73101,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J45.1,Mild persistent asthma,12,15,3.6,65.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13221,2026-04-15,2026-04-21,73101,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J44.1,COPD with acute exacerbation,11,27,4.1,39.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13222,2026-04-15,2026-04-21,73102,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J45.2,Moderate persistent asthma,13,24,4.2,64.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13223,2026-04-15,2026-04-21,73102,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J18.9,"Pneumonia, unspecified",10,35,4.2,30.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13224,2026-04-15,2026-04-21,73102,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J06.9,Acute upper respiratory infection,10,25,3.2,45.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13225,2026-04-15,2026-04-21,73102,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J06.9,Acute upper respiratory infection,15,28,3.3,66.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13226,2026-04-15,2026-04-21,73102,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J22,Acute lower respiratory infection,15,21,2.1,65.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13227,2026-04-15,2026-04-21,73102,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J44.1,COPD with acute exacerbation,6,30,4.3,56.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13228,2026-04-15,2026-04-21,73103,Oklahoma City,OK,Oklahoma,University of Kansas Health System,J44.1,COPD with acute exacerbation,14,27,4.2,56.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13229,2026-04-15,2026-04-21,73103,Oklahoma City,OK,Oklahoma,University of Kansas Health System,J45.0,Mild intermittent asthma,14,18,1.5,41.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13230,2026-04-15,2026-04-21,73103,Oklahoma City,OK,Oklahoma,University of Kansas Health System,R05,Cough,18,32,4.0,48.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13231,2026-04-15,2026-04-21,73103,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J45.0,Mild intermittent asthma,9,28,3.5,47.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13232,2026-04-15,2026-04-21,73103,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J44.1,COPD with acute exacerbation,10,11,3.2,56.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13233,2026-04-15,2026-04-21,73103,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J45.1,Mild persistent asthma,2,29,3.1,42.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13234,2026-04-15,2026-04-21,74101,Tulsa,OK,Tulsa,Mercy Hospital OKC,J22,Acute lower respiratory infection,12,36,3.4,53.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13235,2026-04-15,2026-04-21,74101,Tulsa,OK,Tulsa,Mercy Hospital OKC,J45.0,Mild intermittent asthma,9,27,3.0,77.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13236,2026-04-15,2026-04-21,74101,Tulsa,OK,Tulsa,Mercy Hospital OKC,J18.9,"Pneumonia, unspecified",14,31,3.3,26.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13237,2026-04-15,2026-04-21,74101,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,J45.2,Moderate persistent asthma,15,22,2.9,35.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13238,2026-04-15,2026-04-21,74101,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,J18.9,"Pneumonia, unspecified",7,52,4.5,49.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13239,2026-04-15,2026-04-21,74101,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,J06.9,Acute upper respiratory infection,5,23,4.5,60.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13240,2026-04-15,2026-04-21,74102,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,J44.1,COPD with acute exacerbation,14,36,4.6,32.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13241,2026-04-15,2026-04-21,74102,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,J45.1,Mild persistent asthma,13,33,3.3,43.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13242,2026-04-15,2026-04-21,74102,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,R05,Cough,19,37,3.3,31.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13243,2026-04-15,2026-04-21,74102,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,J45.0,Mild intermittent asthma,8,12,3.1,33.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13244,2026-04-15,2026-04-21,74102,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,J22,Acute lower respiratory infection,13,31,2.0,49.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13245,2026-04-15,2026-04-21,74102,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,J45.2,Moderate persistent asthma,16,46,3.0,45.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13246,2026-04-15,2026-04-21,67201,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J45.1,Mild persistent asthma,12,20,3.3,44.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13247,2026-04-15,2026-04-21,67201,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J45.0,Mild intermittent asthma,14,37,4.2,20.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13248,2026-04-15,2026-04-21,67201,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J18.9,"Pneumonia, unspecified",13,25,3.7,23.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13249,2026-04-15,2026-04-21,67201,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J06.9,Acute upper respiratory infection,7,25,2.1,50.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13250,2026-04-15,2026-04-21,67201,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J45.1,Mild persistent asthma,13,31,2.4,52.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13251,2026-04-15,2026-04-21,67201,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J45.0,Mild intermittent asthma,14,29,4.1,26.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13252,2026-04-15,2026-04-21,67202,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J44.1,COPD with acute exacerbation,18,21,3.7,47.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13253,2026-04-15,2026-04-21,67202,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,R05,Cough,4,36,3.7,51.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13254,2026-04-15,2026-04-21,67202,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J45.2,Moderate persistent asthma,10,22,3.9,61.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13255,2026-04-15,2026-04-21,67202,Wichita,KS,Sedgwick,Wesley Medical Center Wichita,J22,Acute lower respiratory infection,10,25,2.6,46.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13256,2026-04-15,2026-04-21,67202,Wichita,KS,Sedgwick,Wesley Medical Center Wichita,J45.1,Mild persistent asthma,14,36,2.5,33.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13257,2026-04-15,2026-04-21,67202,Wichita,KS,Sedgwick,Wesley Medical Center Wichita,J06.9,Acute upper respiratory infection,16,18,5.1,48.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13258,2026-04-15,2026-04-21,66101,Kansas City,KS,Wyandotte,St. Francis Hospital Tulsa,J45.0,Mild intermittent asthma,3,16,3.3,37.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13259,2026-04-15,2026-04-21,66101,Kansas City,KS,Wyandotte,St. Francis Hospital Tulsa,J44.1,COPD with acute exacerbation,4,39,3.3,21.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13260,2026-04-15,2026-04-21,66101,Kansas City,KS,Wyandotte,St. Francis Hospital Tulsa,J45.1,Mild persistent asthma,11,25,2.1,44.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13261,2026-04-15,2026-04-21,66101,Kansas City,KS,Wyandotte,Wesley Medical Center Wichita,J18.9,"Pneumonia, unspecified",17,29,2.7,35.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13262,2026-04-15,2026-04-21,66101,Kansas City,KS,Wyandotte,Wesley Medical Center Wichita,J06.9,Acute upper respiratory infection,15,16,2.2,83.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13263,2026-04-15,2026-04-21,66101,Kansas City,KS,Wyandotte,Wesley Medical Center Wichita,J45.1,Mild persistent asthma,13,40,2.8,34.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13264,2026-04-22,2026-04-28,73101,Oklahoma City,OK,Oklahoma,OU Health University Hospital,R05,Cough,15,33,4.6,57.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13265,2026-04-22,2026-04-28,73101,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J45.2,Moderate persistent asthma,11,23,2.6,52.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13266,2026-04-22,2026-04-28,73101,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J45.0,Mild intermittent asthma,13,27,2.2,52.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13267,2026-04-22,2026-04-28,73101,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,R05,Cough,9,34,3.9,33.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13268,2026-04-22,2026-04-28,73101,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J18.9,"Pneumonia, unspecified",8,40,4.7,42.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13269,2026-04-22,2026-04-28,73101,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J22,Acute lower respiratory infection,12,25,3.8,42.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13270,2026-04-22,2026-04-28,73102,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,R05,Cough,9,38,3.5,24.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13271,2026-04-22,2026-04-28,73102,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J22,Acute lower respiratory infection,6,22,3.3,46.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13272,2026-04-22,2026-04-28,73102,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J44.1,COPD with acute exacerbation,4,25,2.2,42.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13273,2026-04-22,2026-04-28,73102,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J18.9,"Pneumonia, unspecified",11,32,2.7,30.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13274,2026-04-22,2026-04-28,73102,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J44.1,COPD with acute exacerbation,12,23,2.6,33.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13275,2026-04-22,2026-04-28,73102,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J22,Acute lower respiratory infection,9,31,2.3,28.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13276,2026-04-22,2026-04-28,73103,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J18.9,"Pneumonia, unspecified",13,18,2.6,29.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13277,2026-04-22,2026-04-28,73103,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J45.1,Mild persistent asthma,11,41,3.3,67.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13278,2026-04-22,2026-04-28,73103,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J22,Acute lower respiratory infection,9,12,3.4,45.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13279,2026-04-22,2026-04-28,73103,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J45.2,Moderate persistent asthma,4,29,1.8,52.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13280,2026-04-22,2026-04-28,73103,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J45.1,Mild persistent asthma,6,29,4.0,35.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13281,2026-04-22,2026-04-28,73103,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J18.9,"Pneumonia, unspecified",7,22,2.4,65.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13282,2026-04-22,2026-04-28,74101,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,R05,Cough,13,34,3.2,31.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13283,2026-04-22,2026-04-28,74101,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,J06.9,Acute upper respiratory infection,12,29,3.6,23.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13284,2026-04-22,2026-04-28,74101,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,J22,Acute lower respiratory infection,11,23,5.0,62.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-13285,2026-04-22,2026-04-28,74101,Tulsa,OK,Tulsa,Wesley Medical Center Wichita,J18.9,"Pneumonia, unspecified",13,36,2.6,55.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
